SMILES,Activity probability,Cytotoxicity probability,PPB fraction,SA score,Max similarity,Closest known molecule,Neutral SMILES
COc1ccc2[nH]c3c(=O)[nH]c4ccccc4c3c2c1,0.036077421,0.803971767,0.94305146,2.09,0.66,c1c(Br)c(O)c(Br)cc1C(c1nccc2c3cc(Br)ccc3[nH]c12)=O,COc1ccc2[nH]c3c(=O)[nH]c4ccccc4c3c2c1
O=C1[N-]C(=O)C(O)(c2ccc3c(c2)S(=O)(=O)CCO3)c2cc(C(F)(F)F)ccc2N1,0.036031913,0.860565245,0.95756346,4.19,0.66,O=S(c1ccc2c(c1)C(=O)C(=O)N2)(N1CCOCC1)=O,O=C1NC(=O)C(O)(c2ccc3c(c2)S(=O)(=O)CCO3)c2cc(C(F)(F)F)ccc2N1
CCc1nn(C)c2ncc(C=C(CCC(=O)P(=O)([O-])O)c3nc(C)cc(NCc4cc(Cl)ccc4[O-])n3)nc12,0.035918396,0.850699365,0.9586922,4.45,0.63,C1C(C2c3nc(N4CC(=NO)CC4)c(F)cc3C(=O)C(C(O)=O)=C2)C1,CCc1nn(C)c2ncc(C=C(CCC(=O)P(=O)(O)O)c3nc(C)cc(NCc4cc(Cl)ccc4O)n3)nc12
COc1ccc(N2CCN(CC(C)(C)c3ccc4c(c3)C=CC(C)O4)CC2=O)cc1OC,0.035914037,0.866684318,0.96662885,3.29,0.7,c1c(O)c(OC)cc2oc3c(c(O)c4c(c3O)CCc3cc5c(c(O)c3-4)C(=O)N3C(C)(C5)OCC3)c(=O)c12,COc1ccc(N2CCN(CC(C)(C)c3ccc4c(c3)C=CC(C)O4)CC2=O)cc1OC
C[NH+]1C2c3cccc(C([NH-])=O)c3N=CC13C2C=CC(=O)C(N)C3(C)C,0.035898928,0.877398908,0.4992593,6.84,0.61,S1C2C(NC(=O)C(N)c3ccccc3)C(=O)N2C(C(O)=O)C1(C)C,CN1C2c3cccc(C(N)=O)c3N=CC13C2C=CC(=O)C(N)C3(C)C
COC1C(O)C2CC[N+]1(CCCCCCOc1ccc(-c3oc4c(ccc5cncn54)c3C3CC3)cc1)CC2,0.03589477,0.871964931,0.87375367,5.04,0.75,c1c(O)c(OC)cc2oc3c(c(O)c4c(c3O)CCc3cc5c(c(O)c3-4)C(=O)N3C(C)(C5)OCC3)c(=O)c12,COC1C(O)C2CC[N+]1(CCCCCCOc1ccc(-c3oc4c(ccc5cncn54)c3C3CC3)cc1)CC2
Cc1nc2ccccc2n1CC(O)COCC[N-]C(=O)c1cc(Cl)ccc1[O-],0.035829935,0.636416435,0.9331907,3.88,0.73,N1CCN(C(c2ccc(Oc3cc(F)c(CC)cc3O)c(F)c2)=O)CC1=O,Cc1nc2ccccc2n1CC(O)COCCNC(=O)c1cc(Cl)ccc1O
O=C(NC1=[NH+]CCCCCCCN1OCCC[NH+]1C(=O)CSC(c2ccccc2)C1=O)c1csc(-c2cccs2)n1,0.035825383,0.932276011,0.92797774,5.26,0.73,c1(C(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4cc[n+](C)cc4)OCC23)=NOC2CCCC2)csc(N)n1,O=C(NC1=NCCCCCCCN1OCCCN1C(=O)CSC(c2ccccc2)C1=O)c1csc(-c2cccs2)n1
CN1CC(S(=O)(=O)c2ccc(-c3cnc(N)c(-c4cnc5c(ccc6ccccc65)c4)n3)cn2)C1,0.03577321,0.797856152,0.95964324,2.95,0.63,c1ccc(S(=O)(=O)c2nccnc2C#N)cc1,CN1CC(S(=O)(=O)c2ccc(-c3cnc(N)c(-c4cnc5c(ccc6ccccc65)c4)n3)cn2)C1
CC1=CC23OC2(O)OC(C(=O)c2ccc([O-])cc2)=C3C(=O)c2ccccc21,0.035722233,0.81575042,0.9076162,4.77,0.77,C12c3c(c(O)ccc3C3(c4c(c(O)ccc4)C(=O)C=C3)O1)C(=O)C1C2O1,CC1=CC23OC2(O)OC(C(=O)c2ccc(O)cc2)=C3C(=O)c2ccccc21
CCCCC(C)(c1ccc([O-])cc1)c1cnc(SC)nc1-c1ccc(F)c(C)c1,0.035698622,0.463520527,0.9870431,3.59,0.54,c12c(OC)cc(Cc3cnc(N)nc3N)cc1C(C)=C(F)C(C)(CF)N2,CCCCC(C)(c1ccc(O)cc1)c1cnc(SC)nc1-c1ccc(F)c(C)c1
C=C(CCCCCC)C(=O)[N-]c1cc(OCC)ccc1OCCC,0.035684999,0.301711977,0.88939476,3.09,0.57,c1(C)c(C=C)c2c(cc1O)C(CCC(OC)=O)(C)C(C(=C)C)CC2,C=C(CCCCCC)C(=O)Nc1cc(OCC)ccc1OCCC
CC(C)CCCCC=C1C(=O)Oc2c(OC(=O)CC(C)(C)O)c(O)c(C3CC(=O)c4cc([O-])ccc4O3)c([O-])c21,0.035654668,0.810422242,0.9186211,4.49,0.78,C(CC1(C)C(CO)Oc2c3c(cc(O)c21)C(=O)C(OC)=CC3=O)C1C(C)(C)CCCC1=C,CC(C)CCCCC=C1C(=O)Oc2c(OC(=O)CC(C)(C)O)c(O)c(C3CC(=O)c4cc(O)ccc4O3)c(O)c21
[O-]c1c(Nc2cc(Cl)ccc2F)ccc2c1c1ccccc1n2-c1ccc2[nH]c3c(c2c1)CCCC3,0.035636548,0.559174418,0.9929366,2.89,0.67,OC(=O)c1c(=O)c2cc(F)c(N3CCNCC3)cc2n(C2CC2)c1,Oc1c(Nc2cc(Cl)ccc2F)ccc2c1c1ccccc1n2-c1ccc2[nH]c3c(c2c1)CCCC3
CCOc1ccccc1NC(=O)N1CCc2c(nc(NCCN)n[n+]2C)C1,0.035545424,0.705859721,0.58513415,3.02,0.7,c1nc(CN2CCOCC2)ccc1-c1cc2c([nH]c(NC(NCC)=O)n2)c(-n2cc(C)cn2)c1F,CCOc1ccccc1NC(=O)N1CCc2c(nc(NCCN)n[n+]2C)C1
C[NH+]=C(CSC)NC1c2cc(C3C=CC(=O)OC(C)(C)C3O)c(F)cc2OCC1C,0.035544563,0.829593897,0.69288456,5.1,0.56,c12cc(C(=O)O)c(=O)n3c1c(c(N1CC4C(N)CC(OC)CC4C1)c(F)c2)OCC3C,CN=C(CSC)NC1c2cc(C3C=CC(=O)OC(C)(C)C3O)c(F)cc2OCC1C
Cc1nc(CO)n2c1-n1c(nc(-c3ccc(CN)c(F)c3)cc1=O)C2,0.035525326,0.758230031,0.6510141,3.19,0.74,C(C=CCNC(C(C(C)O)NCCF)=O)n1c(=O)c2c(cc(Cl)c(Cl)c2)nc1,Cc1nc(CO)n2c1-n1c(nc(-c3ccc(CN)c(F)c3)cc1=O)C2
Cc1c(Cc2ccc(F)cc2)nc([NH+]2CCOc3ccccc3CC2O)[n-]c1=O,0.035491485,0.848414898,0.8396713,4.43,0.79,c1(=O)cc(-c2cnc3c(n(-c4ncc(Br)cn4)cc3NC(NCC)=O)c2)ccn1CCO,Cc1c(Cc2ccc(F)cc2)nc(N2CCOc3ccccc3CC2O)[nH]c1=O
O=S(=O)(Nc1ccc(F)c(C(F)(F)F)c1)c1ccccc1,0.035479221,0.712516725,0.95588255,1.84,0.95,FC(c1cc(S(=O)(Nc2cc(F)cc(F)c2)=O)cc(C(F)(F)F)c1)(F)F,O=S(=O)(Nc1ccc(F)c(C(F)(F)F)c1)c1ccccc1
CC(C)CC(N)C(C)NC(=O)C(=O)NC(Cc1cccc2sccc12)C(CC1CCC[NH+]1C)NC(=O)C(Cc1c[n-]cn1)C[N+](C)(C)C,0.035473175,0.963694632,0.4954772,5.96,0.69,O=C1C2(CCN(C)CC2)Cc2cc(C=CC(=O)N(C)Cc3sc4ccccc4c3C)cnc2N1,CC(C)CC(N)C(C)NC(=O)C(=O)NC(Cc1cccc2sccc12)C(CC1CCCN1C)NC(=O)C(Cc1c[nH]cn1)C[N+](C)(C)C
C=C(C=CC(C)(C)CC(=O)C(C)C=C(C)CCC(C)CCC)C1C(C)CC2(O)C=C(C)OC1(C)CCCCC(C)(O)C2OC(=O)C(=O)[O-],0.035465024,0.8449229,0.93564135,7.05,0.78,C1CC2(C)C(C3(C)CCC(O)C(C)C13)C(O)CC1C(=C(C(O)=O)CCC=C(C)C)C(OC(=O)C)CC12C,C=C(C=CC(C)(C)CC(=O)C(C)C=C(C)CCC(C)CCC)C1C(C)CC2(O)C=C(C)OC1(C)CCCCC(C)(O)C2OC(=O)C(=O)O
CC1CN(NS(=O)(=O)c2cn(C)c(=O)[nH]c2=O)CC1C(O)(c1ccc(C#N)cc1)c1ccccc1Br,0.03541683,0.825238109,0.93085027,4.27,0.65,C1C(C(N)C)CCN1c1c(OC)c2n(C3CC3)c3c(c(=O)[nH]s3)c(=O)c2cc1F,CC1CN(NS(=O)(=O)c2cn(C)c(=O)[nH]c2=O)CC1C(O)(c1ccc(C#N)cc1)c1ccccc1Br
Cc1cc2n(c(=O)c1C=Cc1ccc([O-])cc1)C1(C(C)C)OC1(C)C2,0.03541439,0.862525642,0.9049342,4.62,0.68,C12OC1(c1ccccc1)C(=O)c1c(ccc3c4c(n(C(C)C)c13)cccc4)C2=O,Cc1cc2n(c(=O)c1C=Cc1ccc(O)cc1)C1(C(C)C)OC1(C)C2
C[NH2+]CCn1c[n+](C)c(COc2ccc(Cn3cc(Nc4ccc(OC)cc4)nn3)cc2)n1,0.035397306,0.694451988,0.77236426,3.5,0.69,c12c(C=Nn3cnnc3)cc(OC)c(OCCCCCCCC)c1CN1CCc3c(cc4c(c3)OCO4)C1C2,CNCCn1c[n+](C)c(COc2ccc(Cn3cc(Nc4ccc(OC)cc4)nn3)cc2)n1
CC1C2CC(C(=O)[N-]Cc3ccc(C#N)s3)C(C2)[NH+]1C1CCCCC1,0.035357606,0.569385827,0.6940407,6.4,0.62,s1c(-c2cccnc2)ncc1-c1c2ccc(=O)n(CCC)c2[nH]n1,CC1C2CC(C(=O)NCc3ccc(C#N)s3)C(C2)N1C1CCCCC1
CC(C)(C)c1cc(CNCC(F)(F)F)cc(C(C)(C)C)c1[O-],0.035321306,0.643850207,0.8859874,2.99,0.46,c1(Cl)c(C(=O)c2ccc(Cl)cc2)ccc(OCC=CCOCCCNCCc2ccc(F)cc2)c1,CC(C)(C)c1cc(CNCC(F)(F)F)cc(C(C)(C)C)c1O
CCCCCNc1nc(N)c2ccc(C)c(C)c2n1,0.035299744,0.473249912,0.9333212,2.24,0.7,n1c(N)nc(N)c2nc(CN(CCC)c3cc(Cl)c(Cl)cc3)cnc12,CCCCCNc1nc(N)c2ccc(C)c(C)c2n1
[O-]c1ccc(-n2ccnc2)cc1C1CCC(Cc2ccc(F)cc2)CC1,0.035276972,0.6347754,0.9355426,2.73,0.69,c1(-c2n3c([n+](-c4ccc(OCC)cc4)c2)CCCCC3)ccc(-c2ccccc2)cc1,Oc1ccc(-n2ccnc2)cc1C1CCC(Cc2ccc(F)cc2)CC1
O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCCCC1,0.035276011,0.338163584,0.86877525,1.73,0.71,C1CN(S(=NSC(F)(F)F)(c2ccccc2)=O)CC1,O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCCCC1
CN(C(=O)C1CCN(c2nc(C#N)nc3c2cnn3C2CCOC2)C1)c1ccc(F)cc1,0.035209432,0.812474787,0.7526648,3.64,0.79,c1c2c(ccc1)CN(C1CC(c3ccccc3)=NN1c1nc(-c3c(F)cc(F)cc3)oc1C)CC2,CN(C(=O)C1CCN(c2nc(C#N)nc3c2cnn3C2CCOC2)C1)c1ccc(F)cc1
Cc1cc(Cl)cc(-c2cn3ccc(-c4nc(C(O)CO)c[n-]4)cc3n2)c1,0.03515517,0.863527238,0.9176143,4.05,0.56,Nc1nc(OCC2CC23CC3)nc2n(C3C(O)C(Cl)C(C)O3)cnc12,Cc1cc(Cl)cc(-c2cn3ccc(-c4nc(C(O)CO)c[nH]4)cc3n2)c1
CCOc1ccc2c(c1)CCN2c1nc(C(=O)[O-])c2cc(CN)ccn12,0.035131216,0.772872627,0.43436146,3.06,0.74,c1(-c2n3c([n+](-c4ccc(OCC)cc4)c2)CCCCC3)ccc(-c2ccccc2)cc1,CCOc1ccc2c(c1)CCN2c1nc(C(=O)O)c2cc(CN)ccn12
O=C(Nc1ccc(F)c(C(=O)c2c[nH]c3ccccc23)c1)OC1C[NH+](C(=O)OCCSCCOCC(O)c2ccccn2)C1,0.035065621,0.906350255,0.9402942,4.01,0.71,c12cc(C(=O)O)c(=O)n3c1c(c(N1CC4C(N)CC(OC)CC4C1)c(F)c2)OCC3C,O=C(Nc1ccc(F)c(C(=O)c2c[nH]c3ccccc23)c1)OC1CN(C(=O)OCCSCCOCC(O)c2ccccn2)C1
O=C1NCCn2c1nc1c(F)cc(F)cc12,0.035022207,0.457492024,0.35714555,2.76,0.69,Fc1ccc(C[n+]2ccc3c4c(n5c(=O)ccc2c53)cccc4)cc1,O=C1NCCn2c1nc1c(F)cc(F)cc12
NC(CNc1ncnc2ccc(-c3ccnc(C(F)(F)F)c3)cc12)c1cccc(C(F)(F)F)c1,0.034986388,0.793967187,0.99576735,3.12,0.7,C(c1nc(-c2c3ccncc3[nH]n2)nc(NCCO)c1)(F)(F)F,NC(CNc1ncnc2ccc(-c3ccnc(C(F)(F)F)c3)cc12)c1cccc(C(F)(F)F)c1
COC(=O)c1ccc(CNCCCC[NH2+]Cc2ccc3ccccc3c2)nc1C,0.034974378,0.677296698,0.89998406,2.98,0.72,N(CCCC(C)Nc1cc(OC)c(OCCCC)c2c1nccc2CC)C(C)CCCN,COC(=O)c1ccc(CNCCCCNCc2ccc3ccccc3c2)nc1C
CC1COP(=O)(OCC=CCN2CCC=C(c3c(C(F)(F)F)nc4n3COC(N)=[NH+]4)C2)O1,0.034937419,0.858656168,0.44022545,5.33,0.67,c12ncnc(N)c1ncn2C1OC(COP(=O)(OCCCCCC2SCC3NC(=O)NC23)O)C(O)C1O,CC1COP(=O)(OCC=CCN2CCC=C(c3c(C(F)(F)F)nc4n3COC(N)=N4)C2)O1
CC1(C)C=CC(=O)C2=C1C(=O)C(=O)C1=C(Cc3ccccc3)CC12,0.034929127,0.758557379,0.9310112,3.63,0.63,C1(C)(CC2=CC(=O)C=CC2=O)C(C)CCC2(C)C(C)=CCCC12,CC1(C)C=CC(=O)C2=C1C(=O)C(=O)C1=C(Cc3ccccc3)CC12
N#CC#CCNc1ccc(C(F)(F)F)c(Cl)c1,0.034844045,0.241509646,0.9697941,2.88,0.79,c1(C#N)c(F)c(C#N)c(F)c(Cl)c1NCc1ccccc1,N#CC#CCNc1ccc(C(F)(F)F)c(Cl)c1
CC(C(=O)C=Cc1cccc(N=[N+]=[N-])c1)=C(Cl)S(=O)(=O)Nc1cccc(C)c1,0.034714419,0.728627741,0.9907728,3.17,0.66,Clc1c(NS(=O)(c2c(C)cc3oc(=O)cc(CN=[N+]=[N-])c3c2)=O)cccc1,CC(C(=O)C=Cc1cccc(N=[N+]=[N-])c1)=C(Cl)S(=O)(=O)Nc1cccc(C)c1
CC(C)C(C(=O)[N-]CCSCCCCNC(=S)n1c(=O)oc2ccccc21)C1CC(=O)NC1=O,0.034691937,0.849769831,0.88935995,4.5,0.69,C(CCCCCNCC(OC1OC(CN)C(O)C1O)C1CC(O)C(n2ccc(=O)[nH]c2=O)O1)CCCCCCCC,CC(C)C(C(=O)NCCSCCCCNC(=S)n1c(=O)oc2ccccc21)C1CC(=O)NC1=O
CCCCCCCCCCCCCCCCC(CCS(=O)(=O)[O-])[NH2+]C1Oc2ccc3c(c2C1=O)OCO3,0.034624193,0.520383477,0.94732547,4.32,0.61,O=S(c1ccc2c(c1)C(=O)C(=O)N2)(N1CCOCC1)=O,CCCCCCCCCCCCCCCCC(CCS(=O)(=O)O)NC1Oc2ccc3c(c2C1=O)OCO3
CCNc1ccnc2c([O-])cc(-c3snc(O)c3C=NO)cc12,0.034583148,0.8079198,0.8930333,3.7,0.63,c1cccc(N2N=C3C(CNc4c([N+](=O)[O-])cccc43)C2c2c(OCC)cc(OCC)cc2)c1,CCNc1ccnc2c(O)cc(-c3snc(O)c3C=NO)cc12
COc1ccc(Cl)cc1CN1C(=O)C(=O)[N-]C(=O)C1CC(=O)[O-],0.034541335,0.618909299,0.67840374,4.0,0.69,N1CCN(C(c2ccc(Oc3cc(F)c(CC)cc3O)c(F)c2)=O)CC1=O,COc1ccc(Cl)cc1CN1C(=O)C(=O)NC(=O)C1CC(=O)O
[O-]c1ccccc1C(c1ccc(F)cc1)c1cncc(C(O)(CCO)C(F)(F)F)c1,0.034499913,0.814205348,0.9277572,3.81,0.62,c1cc(C(=O)OCCc2c3c(cccc3)[nH]c2C(c2ccc(OC(F)(F)F)cc2)c2c(O)c3c(oc2=O)cccc3)ccc1,OCCC(O)(c1cncc(C(c2ccc(F)cc2)c2ccccc2O)c1)C(F)(F)F
CC1=C(C(=O)N(C(C#N)=CC(N)=O)c2cccc(F)c2)C(c2ccc(C)cc2)[N-]C(=O)N1,0.034494702,0.837977469,0.9418032,4.09,0.61,c1(C#N)ccc(C=Cc2n(-c3cccc(O)c3)c(=O)c3c(n2)cccc3F)cc1,CC1=C(C(=O)N(C(C#N)=CC(N)=O)c2cccc(F)c2)C(c2ccc(C)cc2)NC(=O)N1
C=C(C)C1CCC2CCC3C4CC5(C([NH-])=O)CCC(C)C=C5CC4CCC3C21C,0.034470078,0.483470589,0.9307783,5.43,0.6,C1CC(CO)(C)C2C(C)(C1)C1=CCC(C)(C=C)CC1CC2,C=C(C)C1CCC2CCC3C4CC5(C(N)=O)CCC(C)C=C5CC4CCC3C21C
CC1=CSN(C(=O)C2CN2C)C(S)=[NH+]1,0.034459233,0.502358556,0.30014515,5.54,0.51,C1(=NN2C(=S)NCC2=O)C(C)(C)C(c2ccc(F)cc2)NC(c2ccc(F)cc2)C1,CC1=CSN(C(=O)C2CN2C)C(S)=N1
O=C(C=CC=Cc1ccc([O-])cc1)CCc1ccc([N+](=O)[O-])cc1,0.034438834,0.412946165,0.99051064,2.84,0.62,[N+]([O-])(c1c(C=Nc2c(C(C)C)cccc2C(C)C)ccc(OC(C)=O)c1OC)=O,O=C(C=CC=Cc1ccc(O)cc1)CCc1ccc([N+](=O)[O-])cc1
CC(C)=CCc1oc(C)c(-c2cc(CC=C(O)C=CC3OC(=O)C(O)C3O)cc(C(C)(C)C)c2)c1-c1onc(C)c1CO,0.034421034,0.681387246,0.9826199,4.85,0.64,c1cc(O)c2c(=O)c3c(cc(C)c4c3C(O)C(C(C)=C)CO4)oc2c1CC(C(O)(C)C)OC=O,CC(C)=CCc1oc(C)c(-c2cc(CC=C(O)C=CC3OC(=O)C(O)C3O)cc(C(C)(C)C)c2)c1-c1onc(C)c1CO
COC(=O)c1ccn(-c2cc(Br)c(F)c(Cl)c2CN2CCN(c3ccc(F)cc3C(F)(F)F)CC2)c1,0.034390345,0.867703557,0.98402953,3.03,0.74,n1c(N2CCCCC2)c2c(C)c(C(OCC#CCN3CCN(c4ccc(Br)cc4C#N)CC3)=O)sc2nc1,COC(=O)c1ccn(-c2cc(Br)c(F)c(Cl)c2CN2CCN(c3ccc(F)cc3C(F)(F)F)CC2)c1
NNc1nc(N)c2c(-c3ccc(F)cc3)nn(-c3ccccc3)c2n1,0.034365453,0.853459418,0.86098313,2.29,0.82,Cc1cc(C)nc(-n2c(N)c(N=Nc3ccc(F)cc3)c(N)n2)n1,NNc1nc(N)c2c(-c3ccc(F)cc3)nn(-c3ccccc3)c2n1
CC12CCn3cnnc3C1C1CCC3CCC4([NH2+]CC(C(=O)[O-])=CC4C3=O)C1O2,0.034339879,0.784617782,0.35530815,7.07,0.62,Cc1c(CN(C)C(=O)C=Cc2cnc3c(c2)CCC(=O)N3)oc2ccccc21,CC12CCn3cnnc3C1C1CCC3CCC4(NCC(C(=O)O)=CC4C3=O)C1O2
[O-]c1ccc(F)c(-c2c[n+]([O-])c3nc(Nc4cc(C(F)(F)F)ccc4Cl)nn3n2)c1,0.034328543,0.824002445,0.9672121,3.65,0.69,C1Nc2c([N+]([O-])=O)cccc2C2=NN(c3ccccc3)C(c3ccc(F)cc3)C12,[O-][n+]1cc(-c2cc(O)ccc2F)nn2nc(Nc3cc(C(F)(F)F)ccc3Cl)nc21
CCCCCCCCCCCCCCCC(=O)c1ccc(S(N)(=O)=O)cc1,0.034211937,0.365850538,0.9587524,1.97,0.58,C(Sc1oc(CS(c2ccc(NC(C)=O)cc2)(=O)=O)nn1)CCCCC,CCCCCCCCCCCCCCCC(=O)c1ccc(S(N)(=O)=O)cc1
CC1=CCCC2(C)C(OC(=O)C=CC(O)CO)C(O)C(O)OC12CC(=O)[O-],0.034195531,0.562891603,0.36638284,5.31,0.79,C(C(C)C)(C(O)CC(C1C2(C)CC=C3CC4(O)C(C(C)C(OC5C(O)C(O)C(O)CO5)CC4)CCC3C2(C)CC1)C)=C,CC1=CCCC2(C)C(OC(=O)C=CC(O)CO)C(O)C(O)OC12CC(=O)O
CN(C(=O)c1cccc(Cl)c1Cl)c1ccccc1,0.034182973,0.758460701,0.9634651,1.8,0.53,c1cc(C([N-]c2c([N+]#N)c(C)nn2C)=O)c(Cl)cc1Cl,CN(C(=O)c1cccc(Cl)c1Cl)c1ccccc1
CNC(C)c1ccc(CNC(=O)Nc2ccc(Cn3ncc(=O)[nH]3)cc2)cc1,0.034135841,0.756681442,0.84643984,2.94,0.64,c1c(F)c(N2CCNCC2)cc2n(C3CC3)c3n(c(=O)n(N(C)C)c(=O)c3)c12,CNC(C)c1ccc(CNC(=O)Nc2ccc(Cn3ncc(=O)[nH]3)cc2)cc1
O=C(C=Cc1ccccc1)[N-]c1cccc(C(F)(F)F)c1,0.034108058,0.531298161,0.9689135,2.99,0.47,c1(NC(CC=C)c2ccc(F)cc2F)c(F)cc(F)cc1,O=C(C=Cc1ccccc1)Nc1cccc(C(F)(F)F)c1
CCCCCCCCCCCCC1(c2nc3ccccc3s2)CC(C(C)(C)C([NH-])=O)CC1N,0.034077335,0.646018744,0.9648205,4.24,0.57,NC(=N)NCCCC(C(N)=O)NC(C(N)Cc1c2c([nH]c1C(C)(C)C)c(C(C)(C)C)cc(C(C)(C)C)c2)=O,CCCCCCCCCCCCC1(c2nc3ccccc3s2)CC(C(C)(C)C(N)=O)CC1N
C=CC12OCC3(OC)C(OC(C)=O)C3OC3C(O)C(C)OCCCC(C)ON=C(C(=O)O1)C32OOC,0.034057528,0.53818059,0.36212397,6.36,0.62,C12C(C)CC(C)CCCC3C=C(C(=O)O)C(C)CC34OC(=O)C(OC)(C(=O)C1=C)C4O2,C=CC12OCC3(OC)C(OC(C)=O)C3OC3C(O)C(C)OCCCC(C)ON=C(C(=O)O1)C32OOC
CC(=O)c1cc(O)cc(C(C)c2cccc(-c3ccc([O-])cc3)c2)c1[O-],0.034056045,0.551099956,0.96012986,3.58,0.71,c1(O)c(-c2c(O)c3c(C=O)c(O)c(O)c(C(C)C)c3cc2C)c(C)cc2c1c(C=O)c(O)c(O)c2C(C)C,CC(=O)c1cc(O)cc(C(C)c2cccc(-c3ccc(O)cc3)c2)c1O
CCCCCCC(N)(C=O)C(=O)[N-]C(C)c1cc2oc(-c3ccc(N(C)C)cc3)cc(=O)c2cc1OC,0.033926126,0.848188043,0.956858,4.11,0.73,COc1c2c(=O)n3c(c(CNCCCCCCCCC)c2ccc1OC)-c1cc(OC)c(OC)cc1CC3,CCCCCCC(N)(C=O)C(=O)NC(C)c1cc2oc(-c3ccc(N(C)C)cc3)cc(=O)c2cc1OC
NC(=[NH2+])c1ccc(S(=O)(=O)[NH+]2CCCC2C(=O)[N-]c2cc(C(=O)[NH+]3Cc4ccccc4C3)nn2-c2ccc(F)cc2)s1,0.033902444,0.885436296,0.73535097,5.56,0.74,C1(=NN=C2C(=O)Nc3ccc(S(=O)(N4CCOCC4)=O)cc32)SC(C)C(=O)N1c1ccccc1,N=C(N)c1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2cc(C(=O)N3Cc4ccccc4C3)nn2-c2ccc(F)cc2)s1
O=C(NO)C1=Cc2ccccc2C(c2ccc(OCCCCCO[N+](=O)[O-])cc2)C1c1ccccc1,0.033856388,0.676608205,0.9752297,3.48,0.53,C(NOCC#C)(OC1C(OC)C(C)(C)OC(Oc2c(C)c3c(cc2)c(O)c(C(=O)N)c(=O)o3)C1O)=O,O=C(NO)C1=Cc2ccccc2C(c2ccc(OCCCCCO[N+](=O)[O-])cc2)C1c1ccccc1
CCCCc1cc(C2C3=C(COC3=O)C(CC(C)(C)C)C2c2cc(Br)c([O-])c(Br)c2)c([O-])cc1O,0.033850182,0.576426744,0.98926014,4.88,0.69,C1C23C(=C)C4C(=O)C(C)(C(O)C2C(=O)O1)CC31CCC2C(C)(C=CC(=O)C2(C)C)C41,CCCCc1cc(C2C3=C(COC3=O)C(CC(C)(C)C)C2c2cc(Br)c(O)c(Br)c2)c(O)cc1O
O=c1sc2c([O-])c3c(=O)c4c(O)c5c(cc4c(=O)c3c([O-])c2c1=O)OC1OCC1=CC=C(O)C(O)=C5,0.033826526,0.629943967,0.877619,5.43,0.64,c1cc2c3c(cccc3c1)OC1(C(=CC=CC(O)=O)C(=O)C=C1)O2,O=c1sc2c(O)c3c(=O)c4c(O)c5c(cc4c(=O)c3c(O)c2c1=O)OC1OCC1=CC=C(O)C(O)=C5
CCOP(=O)(OC(C)(C)CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)O,0.03379963,0.493890285,0.9041014,3.54,0.51,C(C)(C)(C)OC(COP(=O)(OCC(=O)OC(C)(C)C)CCCN(O)C(C)=O)=O,CCOP(=O)(OC(C)(C)CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)O
CC(C)=CCCC(C)(O)C=CC=CC=CC1C(C)C(C)NCC1N1CCN(C)CC1,0.033787422,0.738452494,0.746838,4.78,0.65,C1(C)(C)C2CCC3=C(C(O)CC4(C)C3(C)CCC3(C)NC(=N)NCC34)C2(C)CCC1,CC(C)=CCCC(C)(O)C=CC=CC=CC1C(C)C(C)NCC1N1CCN(C)CC1
C(=Nc1nc2ccccc2s1)c1c[n-]nn1,0.033761881,0.855760992,0.66060615,3.75,0.68,Clc1cccc(-c2nnc3sc(Nc4ccc(Cl)cc4)nn23)c1,C(=Nc1nc2ccccc2s1)c1c[nH]nn1
CC(=CC[N+](C)(C)C)C=C1CC2(O)OC(O)C(O1)C1c3c(O)c4c(c([N+](=O)[O-])c3OC13OC3C2=O)CCC(C)(C)O4,0.033727586,0.852171004,0.5825763,7.03,0.61,O(c1cc(C)c(Cl)cc1C(C)C)CCCCCCCC[N+](Cc1oc([N+]([O-])=O)cc1)(C)C,CC(=CC[N+](C)(C)C)C=C1CC2(O)OC(O)C(O1)C1c3c(O)c4c(c([N+](=O)[O-])c3OC13OC3C2=O)CCC(C)(C)O4
Cc1cc([O-])c(C2=[NH+]CCN2CCCCCCCCC=CCCCC(=O)[O-])c2c1C(CC(C)C)=CCC2,0.033693787,0.68466109,0.90855324,4.27,0.64,C1=CC(=O)C2=C(O)C(N(C)C2=O)CCCNC(=O)CC=CC2C1CC1C3CC(C)C(CC)C3C=CC12,Cc1cc(O)c(C2=NCCN2CCCCCCCCC=CCCCC(=O)O)c2c1C(CC(C)C)=CCC2
NCCC(=O)OCc1ccc(C(=O)NCC(=O)[N-]C(CS)C(=O)[O-])cc1,0.033688385,0.457808852,0.4777535,3.8,0.75,C(NC(CI)=O)C(NCC(=O)OCc1ccccc1)=O,NCCC(=O)OCc1ccc(C(=O)NCC(=O)NC(CS)C(=O)O)cc1
